Size_sqft,Lot_Size_sqft,Living_Area_sqft,Basement_Area_sqft,Garage_Area_sqft,Bedrooms,Bathrooms,Full_Baths,Half_Baths,Total_Rooms,Kitchens,Overall_Quality,Overall_Condition,Kitchen_Quality,Basement_Quality,Heating_Quality,Dist_Downtown_miles,Dist_School_miles,Dist_Transit_miles,Dist_Park_miles,Dist_Hospital_miles,Dist_Highway_miles,Walk_Score,Transit_Score,Year_Built,Year_Renovated,Age_Years,Years_Since_Renovation,Has_Pool,Has_Deck,Has_Porch,Has_Fireplace,Has_Central_Air,Has_Basement,Has_Garage,Is_Waterfront,Is_Corner_Lot,Has_Solar,Zone_Residential,Zone_Commercial,Zone_Suburban,Zone_Rural,Zone_Downtown,Tax_Assessed_Value,Annual_HOA_Fees,Property_Tax_Rate,Month_Sold,Year_Sold,View_Score,Fence_Quality,Roof_Age_years,Driveway_Paved,Electric_System_Type,Price_USD
2030,13750,1933,0,159,4,1.5,1,1,8,1,4,9,4,1,4,12.18,4.86,4.12,2.05,12.6,10.93,67,57,2015,2024,11,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,126856,0,1.7,3,2025,1,1,1,1,3,648119
1428,11237,1219,203,619,1,1.0,1,0,6,1,8,1,10,3,10,12.79,9.04,2.29,1.86,3.12,10.13,68,77,2006,1990,20,36,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,436119,3637,1.85,2,2020,4,3,6,1,1,709620
3449,9572,3049,1438,332,3,3.0,3,0,10,1,3,7,2,6,5,4.55,8.19,1.45,3.2,9.94,2.88,84,98,1977,0,49,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,108181,4163,3.31,3,2022,3,2,0,1,2,836352
3989,17799,3133,302,751,2,4.0,3,2,9,1,8,1,6,6,3,3.67,5.55,4.62,2.84,4.73,4.42,75,61,1980,0,46,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,105189,2039,3.11,9,2021,5,4,18,1,3,895316
2525,19688,2411,704,656,2,1.0,1,0,4,1,9,6,8,1,1,4.14,4.71,1.34,0.51,8.36,6.4,87,98,1992,2016,34,10,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,117684,0,1.12,7,2026,2,1,0,1,3,887239
1593,6123,1437,0,772,2,4.5,4,1,7,1,5,10,6,1,7,17.3,7.86,4.49,1.26,4.77,1.43,46,65,2019,2013,7,13,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,54481,4258,0.91,3,2023,2,1,2,1,2,650793
3436,9880,2612,1117,439,4,1.0,1,0,7,1,3,9,2,3,9,13.29,8.67,2.76,1.6,14.65,11.35,75,85,1988,2000,38,26,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,480946,0,1.9,11,2024,5,3,3,1,2,990323
4814,14051,4166,356,563,4,1.5,1,1,8,1,3,5,5,10,8,5.88,3.75,2.68,0.67,2.62,10.34,78,78,2009,0,17,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,371681,0,1.67,2,2026,4,4,11,1,1,1072530
4727,16918,4395,0,0,3,2.0,2,0,9,1,6,1,8,1,1,17.83,6.38,2.73,0.31,12.5,4.04,65,84,2016,1997,10,29,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,180347,0,1.99,4,2025,2,1,8,1,2,1034997
1048,8170,842,1070,354,5,3.5,3,1,9,1,6,6,5,7,5,4.67,7.61,0.14,3.7,8.44,10.3,96,100,2006,2016,20,10,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,487393,0,2.17,1,2022,5,4,10,0,3,824250
1243,8569,1142,763,790,3,3.5,3,1,10,1,3,9,2,1,4,4.53,2.48,4.63,1.71,7.96,1.15,79,64,1993,2017,33,9,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,122091,0,1.81,7,2022,4,4,1,1,2,618874
955,9913,829,467,288,5,4.0,4,0,12,1,10,8,10,7,2,27.59,4.19,4.43,2.32,13.76,6.8,21,64,1983,0,43,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,218590,3360,2.05,4,2025,2,2,20,1,2,639517
4258,12420,3982,0,189,5,3.0,2,2,11,2,3,4,5,1,10,11.0,2.07,2.57,3.83,10.98,0.57,68,88,1970,1997,56,29,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,111637,0,2.8,5,2022,1,3,13,1,3,916270
1618,5967,1236,560,252,5,2.5,2,1,9,1,6,6,8,4,4,5.69,5.19,3.4,4.34,13.07,7.32,72,64,2016,0,10,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,201770,755,1.5,1,2023,1,4,5,1,1,755838
3333,4197,2563,0,220,5,3.0,3,0,12,1,1,2,2,1,6,13.3,4.24,4.55,0.46,11.93,1.97,64,56,1973,0,53,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,197243,0,2.09,2,2020,5,2,14,0,1,725394
4948,6330,4006,577,743,1,1.0,1,0,6,1,8,8,9,2,8,18.04,6.14,1.17,4.17,15.0,7.78,57,82,1963,0,63,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,129950,0,0.93,3,2024,4,2,0,1,1,1064983
4337,9921,3551,640,456,2,2.0,2,0,8,1,9,9,7,4,10,7.52,7.15,2.75,2.54,1.53,9.83,71,70,1957,2025,69,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,127560,397,3.39,9,2021,2,3,7,1,1,1060339
2340,11099,1896,502,336,3,1.0,1,0,7,1,4,8,4,10,7,28.41,1.89,4.73,4.81,15.0,8.12,26,52,1988,2011,38,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,278098,1797,2.05,11,2022,5,2,22,1,1,659238
2045,3669,1750,785,471,5,4.5,4,1,10,1,6,9,8,4,6,26.9,2.74,4.03,0.39,3.7,4.16,26,63,1979,0,47,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,486158,1129,3.32,10,2024,3,3,13,1,2,800674
3691,18512,3569,932,334,1,1.0,1,0,3,1,8,3,7,4,6,27.99,4.72,3.55,1.17,4.47,9.11,23,67,1974,1997,52,29,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,399788,0,1.71,9,2026,2,2,11,1,3,840304
1023,8767,822,0,598,5,4.5,4,1,11,1,5,7,7,1,2,28.56,5.18,3.02,1.45,3.7,3.08,42,80,1961,0,65,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,331879,559,0.69,12,2024,5,2,10,1,3,700311
2394,10147,1902,0,528,1,1.0,1,0,5,1,6,2,4,1,9,12.78,1.61,0.22,3.01,7.29,8.26,73,92,1977,0,49,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,437554,0,1.65,4,2023,3,3,2,1,1,645212
4845,14730,4156,0,538,1,3.5,3,1,8,1,4,6,2,1,9,15.93,3.75,0.8,1.44,6.02,9.88,73,95,2018,1995,8,31,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,137217,4933,2.77,12,2025,2,2,22,1,1,944086
3934,5513,3407,594,0,3,3.5,3,1,9,1,6,4,5,3,9,3.34,1.54,1.56,1.55,6.3,4.46,92,96,2016,1992,10,34,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,177772,0,1.98,5,2020,5,4,1,0,1,1003308
3872,11673,3132,1293,300,2,3.5,3,1,8,1,10,4,9,1,7,2.0,6.35,4.21,1.78,11.38,5.14,83,57,1976,0,50,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,168540,114,2.09,12,2022,2,2,1,0,1,1130470
4236,15893,3652,1288,187,4,1.5,1,1,9,1,8,2,10,1,5,7.58,2.76,1.4,4.16,9.34,2.72,77,80,1967,0,59,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,334569,4001,0.89,2,2021,4,1,19,1,2,968862
2927,10752,2377,0,0,1,1.5,1,1,4,2,9,9,7,1,1,6.6,5.62,3.2,3.24,3.8,5.36,75,76,2015,0,11,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,324419,0,2.88,3,2022,5,4,25,1,2,874303
844,4251,743,404,297,5,3.0,3,0,11,1,9,8,7,10,4,28.36,7.0,1.87,1.46,7.43,6.48,34,90,1973,2020,53,6,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,181659,0,3.28,6,2024,4,2,5,1,2,658788
3988,10974,3089,0,0,2,4.0,4,0,7,1,1,2,2,1,7,13.52,2.81,0.48,2.77,12.81,6.27,69,100,2021,0,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,238333,1057,1.33,7,2022,5,4,21,0,3,765934
1131,6943,997,245,737,1,3.0,3,0,8,1,4,1,5,9,3,10.87,9.45,1.41,1.22,12.62,9.81,79,98,1977,0,49,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,87715,4042,1.24,10,2020,2,2,7,0,1,440521
1035,9274,969,626,0,2,3.0,3,0,6,1,10,3,8,6,2,24.43,7.81,2.68,0.26,8.21,5.52,41,71,1967,2006,59,20,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,446760,1806,0.54,10,2026,4,4,2,1,2,671363
2017,19463,1732,645,422,5,2.0,1,2,7,1,10,10,10,7,4,24.96,4.7,2.23,1.96,4.98,4.08,33,84,2003,0,23,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,278511,0,1.81,10,2022,3,3,20,1,1,783315
3200,12013,2963,720,399,2,1.0,1,0,6,1,8,9,6,6,10,1.82,5.89,2.84,1.76,14.99,7.24,88,71,1979,1997,47,29,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,492297,2768,1.98,3,2022,5,2,12,1,2,949565
1190,16871,1001,0,0,1,2.0,2,0,5,1,9,5,7,1,10,26.22,5.81,0.24,4.4,2.02,3.38,55,100,1995,2016,31,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,62111,58,1.52,5,2026,2,1,19,1,3,539687
4176,17028,3333,954,0,5,3.0,3,0,10,2,6,3,4,5,5,27.88,3.78,3.48,1.04,0.77,6.67,32,64,1982,0,44,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,441782,0,1.21,1,2023,5,4,3,1,2,1019867
3235,17653,2970,0,775,4,4.5,4,2,9,1,9,9,9,1,10,9.19,3.58,3.9,3.56,8.93,11.82,59,64,1961,0,65,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,177298,407,0.94,7,2020,1,3,21,1,2,1018553
1790,5633,1385,839,782,4,1.5,1,1,9,1,4,5,2,10,4,7.74,5.2,2.08,0.31,6.61,3.9,69,83,1978,0,48,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,383588,0,1.59,1,2026,4,4,23,1,3,691281
4772,6998,3700,0,796,5,3.5,3,1,10,1,10,2,10,1,6,14.08,5.87,4.53,3.08,9.25,4.17,63,62,2012,0,14,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,84721,0,3.25,9,2025,1,2,5,1,3,1078613
4091,10191,3533,0,676,4,3.0,3,0,10,1,6,2,6,1,5,24.3,0.69,3.37,2.17,1.29,8.59,48,73,2001,0,25,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,475351,2160,1.45,12,2025,1,3,8,1,3,967762
4158,2076,3383,915,490,4,2.5,2,1,8,1,3,6,5,5,1,20.29,8.68,3.19,4.92,0.51,4.68,52,64,2018,2019,8,7,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,421551,2843,2.7,2,2024,5,1,9,1,3,932124
1594,19936,1231,286,492,4,4.5,4,1,11,1,8,7,10,6,4,25.93,6.06,2.74,4.22,1.53,0.98,37,71,1980,0,46,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,81760,0,0.65,7,2022,4,4,12,1,3,717424
3927,17015,3801,1452,688,4,3.0,3,0,9,1,9,1,8,6,1,13.81,1.95,0.19,0.19,8.45,11.46,63,88,1972,2009,54,17,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,331398,408,0.59,6,2026,2,1,5,0,2,1004625
4425,17346,3918,1405,483,4,2.5,2,1,8,1,5,9,3,7,8,17.21,7.16,4.6,4.13,5.83,7.98,44,60,1952,1997,74,29,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,306262,2531,1.74,12,2024,5,4,15,1,3,1032216
1299,4160,1026,1124,501,5,3.5,3,1,11,2,3,6,4,8,7,5.03,4.96,2.15,3.6,13.91,2.15,92,77,2004,2013,22,13,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,135593,0,0.75,10,2024,3,2,25,1,2,732957
3963,5535,3428,803,610,2,2.0,2,0,7,1,8,2,6,2,6,6.91,2.9,0.51,2.71,1.5,1.23,80,88,2018,0,8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,259596,1488,0.67,12,2024,2,3,6,1,2,1144806
1036,15490,974,996,219,5,1.0,1,0,10,1,8,5,8,10,2,13.42,7.5,1.32,2.93,11.72,0.98,68,98,2006,0,20,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,442806,0,1.11,8,2021,2,2,1,1,2,702713
2538,16313,2098,0,539,2,2.0,2,0,7,1,1,2,1,1,9,24.31,6.11,2.43,4.36,11.82,7.27,49,76,1986,2002,40,24,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,93909,0,3.45,7,2023,1,2,11,1,1,531329
3909,19888,3137,848,0,4,2.0,1,2,9,1,7,1,6,10,1,12.18,4.04,3.34,3.91,3.36,10.11,62,63,2019,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,102984,0,2.27,6,2024,5,1,20,1,1,797960
3149,6739,2746,1110,173,3,4.0,4,0,9,1,7,9,8,2,4,16.09,8.56,3.26,0.28,0.57,11.1,61,83,1970,2023,56,3,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,151050,1785,1.87,10,2024,3,1,8,1,3,864251
3633,16563,2866,0,0,1,2.0,1,2,5,1,4,10,4,1,3,26.09,7.78,1.43,3.86,12.39,2.02,52,94,2007,0,19,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,195188,1840,1.82,6,2020,2,1,23,0,3,774335
4098,6874,3352,1414,505,3,2.5,2,1,8,2,7,2,6,1,7,11.76,9.21,0.28,3.69,8.05,2.25,75,90,1960,0,66,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,400915,0,3.04,7,2020,5,2,11,0,1,1012978
3734,11343,3356,0,307,5,3.0,3,0,9,1,9,10,8,1,9,10.67,7.42,1.64,4.6,14.59,4.45,77,90,2020,1999,6,27,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,174512,2158,0.6,4,2025,4,3,2,1,1,1127150
2413,8717,2291,1194,0,4,3.0,3,0,10,1,2,4,1,4,2,25.24,3.93,2.97,4.25,14.14,2.93,43,81,1997,0,29,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,450743,0,2.97,5,2026,5,3,7,1,2,694784
3934,18401,3395,0,601,3,1.0,1,0,7,1,3,10,5,1,7,10.26,2.8,0.41,0.4,13.7,3.55,76,97,2013,1998,13,28,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,165797,0,3.3,9,2024,2,4,8,1,3,944970
1206,4262,1177,345,726,1,3.0,3,0,5,1,8,2,6,9,2,5.61,7.99,4.78,4.28,8.08,1.08,83,61,1970,2002,56,24,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,415664,784,2.86,7,2026,1,3,13,1,3,597919
1352,2268,1221,0,180,1,3.5,3,1,6,1,9,4,9,1,9,22.47,8.7,4.13,0.91,11.36,6.54,38,63,1958,0,68,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,482892,1810,2.13,9,2026,1,3,12,1,2,659472
4850,4216,4475,1079,558,4,4.0,4,0,10,1,8,5,8,8,10,14.41,2.4,3.13,2.25,1.85,3.89,56,76,1972,0,54,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,58876,4103,2.03,6,2023,5,2,3,1,2,1099129
3797,5951,3143,771,597,4,2.5,2,1,10,1,10,5,10,3,2,23.7,5.33,0.44,4.51,6.22,11.31,44,100,1964,0,62,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,142278,0,1.92,3,2026,1,4,18,1,3,958111
2880,18428,2640,0,167,2,2.5,2,1,5,1,5,9,5,1,2,5.48,4.07,4.53,1.6,10.66,11.19,82,67,1953,2017,73,9,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,491332,0,1.52,4,2026,2,4,6,1,2,814049
2004,2429,1693,737,125,2,1.0,1,0,7,1,7,4,9,8,2,12.85,9.4,3.59,4.87,2.75,4.33,72,73,2007,2005,19,21,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,292028,1883,1.05,6,2020,2,2,12,1,2,704780
1700,2055,1353,458,215,3,1.0,1,0,7,1,9,9,10,3,9,25.0,8.03,0.84,1.4,7.99,4.29,56,100,2024,0,2,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,244380,2439,2.75,7,2020,1,4,9,1,1,812451
3901,5209,2980,0,637,4,1.5,1,1,9,2,5,6,7,1,6,1.04,1.85,3.83,1.47,13.24,9.16,89,59,1962,0,64,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,440355,4428,3.08,6,2025,5,3,20,0,3,965412
4972,12601,4176,0,250,4,2.5,2,1,8,1,10,2,9,1,8,4.39,4.21,4.32,3.56,14.65,2.52,79,58,2019,2016,7,10,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,70579,2326,2.29,8,2020,2,2,1,0,3,1125433
4101,18929,3221,867,445,3,4.0,4,0,11,1,5,1,4,9,5,11.0,3.57,1.93,4.67,0.85,9.76,64,80,2019,0,7,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,403982,0,2.0,4,2022,3,4,15,0,1,988938
1826,17307,1611,1134,487,4,4.0,4,0,9,1,1,2,1,10,1,6.19,2.89,4.32,4.63,9.54,4.82,70,68,2026,2019,0,7,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,231721,665,1.5,10,2021,2,4,13,0,3,612559
2639,17383,2498,0,154,1,4.0,4,0,7,1,2,6,1,1,5,27.09,1.1,2.19,0.76,13.62,11.92,38,75,2025,2006,1,20,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,414160,0,0.5,11,2021,4,2,25,1,2,729706
3177,16058,2467,348,739,3,4.5,4,1,10,1,8,3,6,10,7,23.6,6.71,0.21,1.24,13.75,2.73,49,92,2025,1998,1,28,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,111404,0,1.68,8,2026,5,1,18,1,3,924407
1790,11028,1725,820,750,1,2.0,2,0,5,1,8,4,8,4,8,25.85,6.08,2.69,0.82,0.66,6.17,43,86,1995,1996,31,30,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,247459,0,2.46,12,2025,5,3,4,0,3,777344
919,4802,842,933,698,4,2.0,2,0,10,1,4,5,4,2,6,10.92,7.68,1.25,1.22,6.29,3.87,77,98,1996,2023,30,3,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,106044,3599,1.99,5,2023,4,1,3,0,1,603552
1237,10338,1192,0,0,1,3.0,3,0,5,1,3,3,2,1,4,8.42,8.05,0.46,2.61,1.21,11.74,73,100,2018,2003,8,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,398775,0,3.18,2,2021,2,1,20,1,1,546046
4727,15688,4491,827,669,3,4.0,4,0,11,1,5,6,7,2,9,29.76,4.37,3.09,4.26,3.17,10.73,35,80,1958,2005,68,21,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,79642,3528,2.56,5,2023,4,4,2,0,3,968315
3626,10762,3196,0,187,2,4.5,4,1,9,1,5,1,3,1,1,12.22,0.63,4.65,2.46,5.93,11.32,52,52,1964,0,62,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,307224,0,2.57,12,2025,4,1,22,0,1,786521
2667,8761,2532,262,329,1,3.0,3,0,6,1,3,4,3,7,3,6.79,7.43,4.21,4.28,13.92,1.01,71,76,2000,2013,26,13,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,413542,0,0.55,2,2021,3,3,12,1,3,763757
4696,9447,3608,1391,722,5,2.0,2,0,8,1,9,9,10,9,3,11.44,5.76,0.63,0.56,14.09,0.5,78,88,1972,1990,54,36,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,329462,164,1.89,6,2022,1,1,4,1,2,1188272
1123,4183,1042,959,273,1,3.0,2,2,5,1,10,3,10,8,5,1.11,5.9,1.14,1.35,0.53,12.0,100,94,1962,2016,64,10,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,314155,0,1.62,5,2026,1,2,21,0,1,639454
1639,11710,1329,1319,678,2,3.0,3,0,9,1,1,4,2,4,6,16.26,4.43,4.91,2.04,7.21,0.76,44,54,2018,2005,8,21,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,107767,0,0.9,4,2025,2,4,24,0,2,537020
1424,8397,1104,0,549,1,1.0,1,0,6,1,8,8,6,1,1,3.76,8.29,3.06,3.89,13.75,10.48,82,77,2019,0,7,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,182093,0,2.27,12,2021,3,3,24,1,1,549681
3632,13064,3180,445,184,5,3.0,2,2,10,1,5,9,6,9,1,2.4,6.88,3.63,4.54,11.63,8.69,94,76,2025,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,385575,0,3.18,3,2023,1,4,17,0,3,916203
3430,9452,3017,0,678,5,4.0,3,2,9,2,2,1,1,1,1,10.14,8.05,2.11,4.02,4.74,1.6,63,88,2025,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,205582,4254,2.95,1,2021,2,3,22,0,3,755548
2157,12346,1680,1146,653,3,1.0,1,0,7,1,8,5,8,10,6,28.75,9.39,4.18,3.67,7.16,2.66,30,61,1987,2024,39,2,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,492048,0,2.49,11,2022,5,2,13,0,2,874021
3874,11447,3378,438,493,5,2.0,2,0,9,1,2,7,2,6,3,16.66,8.01,4.2,0.81,14.8,3.53,62,61,1973,1997,53,29,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,241578,0,2.95,3,2021,5,2,17,1,2,909883
2183,17505,2064,0,0,5,1.5,1,1,10,1,8,8,6,1,1,9.74,5.05,2.72,2.29,7.18,6.23,67,69,1991,0,35,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,435494,0,3.21,2,2024,3,3,25,1,1,829036
3039,18076,2622,1161,351,4,3.5,3,1,10,1,7,6,9,4,9,26.9,6.38,0.26,1.22,5.27,7.51,43,91,1961,1999,65,27,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,357003,4650,2.34,1,2024,4,2,1,1,3,853233
4064,19103,3825,0,207,2,4.0,4,0,10,1,4,3,5,1,9,18.1,1.92,4.51,2.82,14.38,5.08,47,58,1994,0,32,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,72433,4830,3.21,7,2024,5,3,9,1,2,942003
2691,15892,2042,238,443,3,4.5,4,1,8,1,10,3,10,5,5,15.74,9.15,3.16,4.04,10.13,4.27,64,65,1990,2006,36,20,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,386452,812,3.3,1,2021,1,2,1,1,3,928607
1931,2613,1591,234,499,1,4.0,4,0,8,1,8,4,10,5,4,25.67,4.09,4.72,4.19,7.23,2.86,32,72,1983,0,43,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,365409,0,1.87,12,2023,2,3,3,0,3,767646
1039,5902,822,981,0,2,3.5,3,1,7,1,9,7,7,3,1,25.74,7.28,0.12,2.31,6.98,4.53,41,94,1971,0,55,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,99739,3969,1.78,6,2026,3,1,4,1,3,619899
1018,16529,810,0,0,4,2.0,1,2,7,1,4,4,3,1,2,21.28,3.05,3.57,3.07,6.79,1.98,37,73,2015,0,11,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,271838,798,3.09,6,2024,5,2,18,1,2,531031
3567,11000,3386,1013,541,1,3.5,3,1,5,1,1,2,3,7,10,18.56,3.06,1.96,1.88,11.54,7.7,61,84,2020,0,6,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,158642,3188,2.59,2,2021,1,3,14,1,3,741233
3492,6675,2845,0,272,3,4.0,4,0,10,1,8,5,8,1,8,26.71,9.83,3.38,1.75,14.18,10.78,27,64,2004,2019,22,7,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,419590,0,0.96,10,2026,2,1,18,1,3,917353
3515,17308,2776,1248,0,2,2.0,2,0,6,1,6,1,5,2,5,3.41,8.4,2.15,1.36,11.89,10.06,84,84,1968,0,58,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,491400,2897,1.42,8,2022,4,3,6,1,2,858686
2252,19103,2150,0,434,5,3.5,3,1,9,1,7,4,6,1,2,9.27,2.32,4.64,1.88,8.23,5.25,72,53,1983,1991,43,35,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,288755,4023,0.64,6,2022,2,3,8,1,2,816425
1593,9729,1549,782,181,1,3.0,3,0,8,1,4,2,2,6,3,0.81,6.94,1.18,3.7,13.88,8.97,100,92,1976,0,50,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,164882,0,2.96,11,2022,2,1,24,1,3,505737
805,16456,786,474,781,2,2.0,2,0,5,1,1,1,1,2,10,25.0,0.51,1.5,4.24,1.31,4.03,50,95,1984,2026,42,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,498822,3049,3.42,12,2020,5,2,3,1,2,505663
3744,11550,2914,716,410,5,2.0,1,2,7,1,7,9,9,4,5,11.11,4.47,0.97,4.6,14.35,11.47,80,86,1974,0,52,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,307718,2287,1.99,8,2026,2,2,17,1,3,924762
1073,8133,810,0,597,1,3.5,3,1,5,1,1,7,3,1,3,7.7,7.71,1.04,1.06,4.18,2.29,88,100,1966,0,60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,414112,2577,1.06,11,2024,2,3,23,1,2,556305
3924,10036,3535,1228,348,4,2.5,2,1,7,1,10,4,10,6,6,22.23,9.8,4.49,2.41,5.69,2.52,51,64,1991,1996,35,30,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,300666,1362,3.21,8,2025,1,2,11,1,1,1005330
2535,14934,2458,0,120,3,4.0,4,0,9,1,2,9,4,1,2,0.7,2.26,3.99,3.85,13.86,7.05,76,66,1984,2010,42,16,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,363881,0,1.21,7,2020,5,4,14,0,3,756290
3324,11050,2856,879,670,5,4.5,4,1,10,1,9,9,9,5,7,14.24,9.27,1.07,4.78,6.84,1.84,70,91,2006,2021,20,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,473367,1000,0.87,9,2025,3,1,1,0,1,1052887
3593,6030,3232,0,238,3,2.0,1,2,8,1,5,3,7,1,4,29.77,9.02,3.97,4.38,14.94,3.15,20,73,1952,0,74,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,143043,0,1.53,9,2025,3,2,6,1,2,796571
3139,9306,2360,0,788,2,2.0,2,0,5,1,7,10,6,1,9,22.1,7.09,2.83,4.14,14.85,1.23,53,84,1964,1993,62,33,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,146740,1778,0.68,7,2020,2,1,13,1,3,881503
4041,7315,3533,0,0,5,2.0,2,0,11,1,9,5,10,1,8,4.96,8.14,4.24,4.56,4.35,1.19,86,58,1966,1999,60,27,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,218453,0,1.53,5,2022,1,3,1,1,3,1030363
